id	причина	начало
31117	не по делу (счёт 0)	309 должно быть
31118	не по делу (счёт 0)	Скорее всего
31119	не по делу (счёт 0)	че как экз?
31122	не по делу (счёт 0)	@Shekkek на хвост(
31123	не по делу (счёт 0)	Ща @oneslaer сдает
31124	не по делу (счёт 0)	Хорошо, что сразу в академ не отправила, я такой херни нагов
31125	не по делу (счёт 0)	На прошлой сдаче я был явно в лучшей форме
31126	не по делу (счёт 0)	Пиздец как стыдно
31129	не по делу (счёт 0)	@S1mplyLove1y а ты че там делаешь
31132	не по делу (счёт 0)	кайфую))
31133	не по делу (счёт 2)	вообще я пришел, чтобы ркшки ваши отфоткать и потом базу одн
31134	не по делу (счёт 0)	она тебе разрешила?
31135	не по делу (счёт 0)	Да
31136	не по делу (счёт 0)	говорила когда следующая пересдача?
31137	не по делу (счёт 0)	На хвосте
31138	не по делу (счёт 0)	Вроде как
31139	не по делу (счёт 0)	это уже комиссия что ли?
31140	не по делу (счёт 0)	Ну очев что в феврале
31141	не по делу (счёт 0)	Нет
31142	не по делу (счёт 0)	Хвостовая это февраль
31143	не по делу (счёт 0)	Комса в марте
31144	не по делу (счёт 0)	ну уже после начала семестра видимо?
31145	не по делу (счёт 0)	Да
31146	не по делу (счёт 0)	а, так ебать
31147	не по делу (счёт 0)	2 недели чтобы допуститься
31148	не по делу (счёт 0)	бухаем 🤙
31149	не по делу (счёт 0)	Ну че, как сдали?
31150	не по делу (счёт 0)	Все сдали, кроме одного
31160	не по делу (счёт 0)	А тонита направление рвет и на комсу или делает вид что вас 
31161	не по делу (счёт 0)	Или к ней можно без направления приходить, а потом его уже б
31162	не по делу (счёт 0)	Думаю смотря какая репутация у тебя. Мне просто отправила на
31163	не по делу (счёт 0)	то есть без направы можно приходить?
31164	не по делу (счёт 0)	направа всего неделю вроде действует
31165	не по делу (счёт 0)	Её можно продлить, но не знаю по каким причинам эта делается
31166	не по делу (счёт 0)	можно продлевать, если ты подтвердишь что ты болел
31167	не по делу (счёт 0)	Ну я пришёл и мне ничего. Но я не сдал, а если бы сдал то пр
31168	не по делу (счёт 0)	ну главное что она как белоусов разрешает сдать без направы
31169	не по делу (счёт 0)	Супер, пасиб
31204	не по делу (счёт 0)	Не было инфы когда пересдачи?
31205	не по делу (счёт 0)	только старое, где говорилось где-то в феврале будет
31230	не по делу (счёт 2)	"А что может значит вот это сообщение от иониты?
""Лимит на пр"
31231	не по делу (счёт 0)	ну она хотяб ответила чет...
31232	не по делу (счёт 0)	хвостовая вроде с 9 февраля начинается
31233	не по делу (счёт 0)	комса в марте
31235	не по делу (счёт 0)	Тип просто после 9 будет проверять или что?
31236	не по делу (счёт 2)	загадка, но наверн можно её пушить после 9 в гите
31238	не по делу (счёт 0)	на скок я слышал она курсачи у 4 курса 7 числа принимать буд
31271	не по делу (счёт 0)	А есть более точная инфа где и во сколько
31272	не по делу (счёт 0)	Ща пробую узнать
31273	не по делу (счёт 0)	Тонита ничего про пересдачу не писала нового? Вдруг снова ко
31275	не по делу (счёт 0)	
31276	не по делу (счёт 0)	В ишью новый коммент
31277	не по делу (счёт 0)	Хвостовая это последняя значит до комсы?
31278	не по делу (счёт 0)	Или что
31279	не по делу (счёт 0)	Официально да
31280	не по делу (счёт 0)	А неофициально она дает возможности?
31281	не по делу (счёт 0)	А если нет направления, она может принять?
31282	не по делу (счёт 0)	Поч официально?
31283	не по делу (счёт 0)	Официально хвост сессия до конца февраля же
31284	не по делу (счёт 0)	2 недели после каникул вроде
31285	не по делу (счёт 0)	Ну вот почти до конца февраля
31286	не по делу (счёт 2)	Официально у нас всего 3 попытки экзамен, хвостовая пересдач
31287	не по делу (счёт 0)	Числа до 26 в прошлом году вроде была
31288	не по делу (счёт 0)	Но некоторые же преподы разрешают без направы приходить на п
31289	не по делу (счёт 0)	Тут все индивидуально
31290	не по делу (счёт 0)	Ну так, а хвостовая пересдача одна только?
31291	не по делу (счёт 0)	Судя по её комиту, она ждёт с направой в этом году
31292	не по делу (счёт 0)	Официально да, а так препод может разрешить и несколько раз 
31293	не по делу (счёт 0)	Пон
31294	не по делу (счёт 0)	Кто то был на комиссии у нее? Жесткая она?
31295	не по делу (счёт 1)	"1) Про количество попыток сдачи
Согласно ФЗ у нас есть 3 поп"
31296	не по делу (счёт 0)	Важно: если будет меньше двух пересдающих, я не поеду - семь
31297	не по делу (счёт 0)	
31298	не по делу (счёт 0)	никто не пришёл на фан встречу...
31300	не по делу (счёт 0)	"Но тут в формулировке 
рекомендовать кафедрам 
(то есть могу"
31301	не по делу (счёт 0)	Так. А ты откуда это взял?
31302	не по делу (счёт 0)	я академщик, так что есть контакт с парой человек на 4 курсе
31303	не по делу (счёт 0)	А оригиналы доков есть?
31306	не по делу (счёт 0)	А она будет сегодня?
31313	не по делу (счёт 2)	кто там фоткал решения рк по тфя? скиньте пожалуйста, хотело
31324	не по делу (счёт 0)	Это только очень маленькая часть
31345	не по делу (счёт 0)	большое спасибо!
31356	не по делу (счёт 0)	Всего где-то 90 фоток
31409	не по делу (счёт 2)	"https://disk.yandex.ru/d/s8hfPGZ5s8yM7Q

Это некоторые матер"
31410	не по делу (счёт 0)	спасибо!
31436	не по делу (счёт 0)	Она это на гит пишет или куда?
31437	не по делу (счёт 0)	Да, в issue
31438	не по делу (счёт 0)	А в каком именно? Кинь ссыль пж
31439	не по делу (счёт 0)	https://github.com/TonitaN/FormalLanguageTheory/issues/43#is
31440	не по делу (счёт 0)	Настрой уведы на почту на любую активность. Я не чекаю рукам
31441	не по делу (счёт 0)	Пасиб
31494	не по делу (счёт 2)	Билеты - по порядку перечисления в списке в сообщении выше (
31495	не по делу (счёт 0)	Сообщение выше
31581	не по делу (счёт 0)	Ну чё как прошло, чё сказала по поводу Некст пересдачи?
31585	не по делу (счёт 0)	Есть инфа?
31593	не по делу (счёт 0)	В гитхабе было написано что будет 14, ждём дополнительной ин
31594	не по делу (счёт 0)	А сегодня?
31595	не по делу (счёт 0)	То что было
31664	не по делу (счёт 2)	Подскажите пж, какие типовые вопросы у нее по лабам?
31666	не по делу (счёт 0)	Что на последней пересдаче она спрашивала допами, расскажите
31667	не по делу (счёт 0)	+
31674	не по делу (счёт 0)	Проскочила инфа, что завтра тониты не будет
31675	не по делу (счёт 0)	Окак
31676	не по делу (счёт 0)	а когда будет
31677	не по делу (счёт 0)	В целом это даже хорошо будет
31678	не по делу (счёт 0)	21
31679	не по делу (счёт 0)	Ждем инфы от неё на гите
31680	не по делу (счёт 0)	направа до 21го как раз
31681	не по делу (счёт 0)	От кого проскочила?
31682	не по делу (счёт 0)	это норм?
31683	не по делу (счёт 0)	Она заболела
31684	не по делу (счёт 0)	Из-за этого колыван ездил в Переславль и подменял ее на лекц
31685	не по делу (счёт 0)	Окак
31686	не по делу (счёт 0)	Достаточно чтобы считалось 20го
31687	не по делу (счёт 0)	Кабут так
31688	не по делу (счёт 0)	Если на гите чет увидите, скиньте сюда
31689	не по делу (счёт 0)	пускай хотя бы проверяет
31690	не по делу (счёт 0)	А то вдруг она приехать решит
31691	не по делу (счёт 0)	Было бы славно
31692	не по делу (счёт 0)	да если болеет то не надо
31693	не по делу (счёт 0)	"Тогда нам точно пизда
Будет больная и злая"
31694	не по делу (счёт 0)	будет еще в плохом настроении
31695	не по делу (счёт 0)	вово
31697	не по делу (счёт 0)	Бл, я только час назад направу взял. Благо я взял её на всяк
31698	не по делу (счёт 0)	Я пропустил момент, без направы она принимает?
31699	не по делу (счёт 0)	Задним числом
31700	не по делу (счёт 0)	Или нет
31701	не по делу (счёт 0)	уже говорят что нет
31702	не по делу (счёт 0)	Бля
31703	не по делу (счёт 0)	вот
31704	не по делу (счёт 2)	Ну в январе принимала. По крайней мере мне не хотела портить
31705	не по делу (счёт 0)	А у кого, а то я еду только брать
31706	не по делу (счёт 0)	Кулешов
31707	не по делу (счёт 0)	Или нет?
31708	не по делу (счёт 0)	Он с 10.30)
31709	не по делу (счёт 0)	Мб у дежурного?
31710	не по делу (счёт 0)	Я взял у своего по иностранцам
31711	не по делу (счёт 0)	Хотя могу и у Кулешова взять
31712	не по делу (счёт 0)	Просто тот что по иностранцам добрее и у него очередей почти
31713	не по делу (счёт 0)	К Кулешову я стараюсь на крайняк идти)
31714	не по делу (счёт 0)	А по сб деканат работает?
31715	не по делу (счёт 0)	Будет попе больно ща видимо)
31716	не по делу (счёт 0)	Нет, но слышал вроде дежурный работает. А где искать его рас
31717	не по делу (счёт 0)	И кто это вообще такой тоже хз
31718	не по делу (счёт 0)	Вроде разок кидали тут его
31720	не по делу (счёт 0)	Спросите у неё точную инфу пж, чтоб понимать че как
31724	не по делу (счёт 2)	К сожалению, я заболела и вынуждена перенести приём экзамена
31725	не по делу (счёт 0)	
31727	не по делу (счёт 0)	Боже, храни королеву
31728	не по делу (счёт 0)	пускай проверяет тогда всю неделю
31729	не по делу (счёт 0)	Обязана
31730	не по делу (счёт 0)	гуляем
31731	не по делу (счёт 0)	ну и здоровья ей
31732	не по делу (счёт 0)	Да
31769	не по делу (счёт 0)	блять а 21 реально выходной?
31770	не по делу (счёт 0)	то есть тонита и 21 не примет? а дальше не комса случаем?
31771	не по делу (счёт 0)	связь  с ней есть? дальше комса эт факт
31772	не по делу (счёт 0)	мб придется к ней ехать или она перенесет на другой день
31773	не по делу (счёт 0)	Почему
31775	не по делу (счёт 0)	Мб каждому по троечке
31776	не по делу (счёт 0)	И все
31777	не по делу (счёт 0)	Не, троечку еще заслужить надо))
31778	не по делу (счёт 0)	Вот отличный повод, Непейвода нам и семья и друг :) так что 
31779	не по делу (счёт 0)	Служить я пойду потом
31780	не по делу (счёт 0)	Если так
31781	не по делу (счёт 0)	То реально есть шанс по троечке будто
31782	не по делу (счёт 0)	А университет в целом не работает или пар нету
31783	не по делу (счёт 0)	ну я только за, если для тройки достаточно только приехать в
31784	не по делу (счёт 0)	скорее всего не работает полностью, но это лучше уточнить у 
31785	не по делу (счёт 0)	напишет ей кто в гит или на почту?
31786	не по делу (счёт 0)	Да скорее всего она либо на  пораньше либо на попозже перене
31787	не по делу (счёт 0)	Не обязательно на какую-то субботу
31788	не по делу (счёт 0)	позже комса уже?
31789	не по делу (счёт 0)	А разве хвостовая не до конца февраля?
31790	не по делу (счёт 0)	хз, но не просто же так кулешов выдал направу до 21
31791	не по делу (счёт 0)	я сам не просил
31792	не по делу (счёт 0)	Хвостовая вроде 2 недели
31793	не по делу (счёт 0)	Обычно комиссии начинаются с марта
31794	не по делу (счёт 0)	Ну тогда жопа. Скорее всего она пораньше перенесёт
31795	не по делу (счёт 0)	болеет же
31796	не по делу (счёт 0)	В прошлом году уже списки на отчисление были в первую неделю
31797	не по делу (счёт 0)	Ну это скорее те кто уже вообще никак не закроется
31798	не по делу (счёт 0)	3 или больше долга
31799	не по делу (счёт 0)	Нет, до 21 без комиссии, с 21 по 7 - комиссии
31800	не по делу (счёт 0)	Ну гг. Надеюсь хотя бы на наш выходной устроит пересдачу, че
31801	не по делу (счёт 0)	В теории она может на 24 перенести, но принимать по направле
31803	не по делу (счёт 0)	С 21 по 27 хвостовая для тех кто болеет
31804	не по делу (счёт 0)	2 комиссия странный состав
31805	не по делу (счёт 0)	Всех боссов в первую поставили
31806	не по делу (счёт 0)	Как вишня пояснил комсы по предмету нет
31807	не по делу (счёт 2)	Дурка крч
31808	не по делу (счёт 0)	Тип если задолженность есть то идешь к тому препу который пр
31809	не по делу (счёт 0)	Ну это по-разному
31810	не по делу (счёт 0)	Я бывал на разных
31811	не по делу (счёт 0)	И где несколько преподов
31812	не по делу (счёт 0)	И где один сам этот препод
31813	не по делу (счёт 0)	Все зависит смогут ли остальные преподы присутствовать или н
31814	не по делу (счёт 2)	А точнее не найдут ли они нормальную отговорку не приходить
31815	не по делу (счёт 2)	Ну по сути 4 одновременно должна быть комса по функану и бд
31816	не по делу (счёт 0)	Очевидно Белоус не будет на бд
31817	не по делу (счёт 0)	У нас в прошлом году было трое на сетях
31887	не по делу (счёт 0)	Ничего не писала?
31888	не по делу (счёт 0)	напишите ей, будет ли экз, у кого репутация хорошая
31889	не по делу (счёт 0)	а то я со своей репутацией не хочу с ней контактировать до э
31890	не по делу (счёт 0)	Я думаю у нас ни у кого нет хорошей
31891	не по делу (счёт 0)	А где она писала остальное про экзы?
31892	не по делу (счёт 0)	В каком ишью?
31893	не по делу (счёт 0)	https://github.com/TonitaN/FormalLanguageTheory/issues/43#is
31896	не по делу (счёт 0)	Мне кажется стоит у домрачевой спросить, тем более она почти
31897	не по делу (счёт 0)	А епта
31898	не по делу (счёт 0)	А че втихую
31904	не по делу (счёт 0)	Схуяль втихую? Нам же надо узнать, а никто сам не спрашивает
31905	не по делу (счёт 0)	Я про то, что сказали бы сюда
31906	не по делу (счёт 0)	Что написали
31907	не по делу (счёт 0)	Написали и она молчит
31918	не по делу (счёт 0)	АН приедет послезавтра принимать экз
31919	не по делу (счёт 0)	Окак
31921	не по делу (счёт 0)	А инфа откуда?
31922	не по делу (счёт 0)	От АБ?
31923	не по делу (счёт 0)	Колыван сказал
31924	не по делу (счёт 0)	Сильно
31925	не по делу (счёт 0)	Вот бы она сама отвечала
31926	не по делу (счёт 0)	наш экз?
31927	не по делу (счёт 0)	Это пиздос будет если честно
31928	не по делу (счёт 0)	Ну кто так делает емае блин блять
31929	не по делу (счёт 0)	а что
31930	не по делу (счёт 0)	Готовишься к сб, распределяешь подготовку, а тут бамс и на д
31931	не по делу (счёт 0)	вообще мы должны были быть готовы к прошлой субботе
31932	не по делу (счёт 0)	А во скок инфа есть?
31933	не по делу (счёт 0)	Она тебе так и не ответила?
31934	не по делу (счёт 0)	Нет
31937	не по делу (счёт 2)	21 февраля - нерабочий день, поэтому экзамен будет 19 феврал
31969	не по делу (счёт 0)	Кто завтра едет на пересдачу?
31972	не по делу (счёт 0)	
31973	не по делу (счёт 0)	поедем завтра все дружно откапывать тониту из сугробов
31974	не по делу (счёт 2)	А допущен это когда принята 1 лаба но она написала увидимся 
31975	не по делу (счёт 0)	Ну если сказала, что ждёт, значит допущен
31976	не по делу (счёт 2)	Я тоже одну лабу сдал всего
31977	не по делу (счёт 0)	Ну тебе только одну и надо было разве нет?
31978	не по делу (счёт 0)	ну да
31979	не по делу (счёт 0)	Ну вот, а я сдавал 3
31980	не по делу (счёт 2)	+рк
31985	не по делу (счёт 2)	Кто нибудь помнит язык который тонита вам в доп вопросе по 4
32001	не по делу (счёт 0)	Такая метель, что не удивлюсь, если нам реально придется еха
32002	не по делу (счёт 0)	Только за то что мы придем в вуз уже можно троечку ставить
32003	не по делу (счёт 2)	Или хотя бы не спрашивать по лабам
32004	не по делу (счёт 2)	а мне пятерку
32005	не по делу (счёт 0)	Она в универе
32006	не по делу (счёт 2)	Всем сдающим успехов и удачи на экзамене!
32007	не по делу (счёт 0)	Спасибо!
32008	не по делу (счёт 0)	Где встречаемся? У 309ю?
32009	не по делу (счёт 0)	Спасибо!
32010	не по делу (счёт 0)	Спасибо
32012	не по делу (счёт 0)	как успехи? у меня так себе. сначала подумал, что халявные з
32013	не по делу (счёт 0)	уже идут защищаться к ней?
32017	не по делу (счёт 0)	если я сдам лишь решение одной задачи, а у двух других будет
32019	не по делу (счёт 0)	50/50
32020	не по делу (счёт 0)	кто-нибудь сдал уже экз?
32021	не по делу (счёт 0)	она валит?
32022	не по делу (счёт 0)	Сдал?
32023	не по делу (счёт 0)	Нет пока
32024	не по делу (счёт 0)	Так тебя ж вызывали
32025	не по делу (счёт 0)	Вместе с матвеем
32026	не по делу (счёт 0)	Когда? Мне никто не говорил
32027	не по делу (счёт 0)	)
32028	не по делу (счёт 0)	После нас
32029	не по делу (счёт 0)	Тебя не было нигде
32030	не по делу (счёт 0)	Я думал ты пошел
32031	не по делу (счёт 0)	Мне никто не писал
32032	не по делу (счёт 0)	Бл
32033	не по делу (счёт 0)	Ну я сейчас подошёл и Матвей там с кем-то сдаёт
32034	не по делу (счёт 0)	Значит следующего позвала
32036	не по делу (счёт 0)	Ребята, кто сегодня сдавал, как она принимала? Многих завали
32037	не по делу (счёт 0)	чудесно принимала
32038	не по делу (счёт 0)	Непейвода лучший преподаватель
32039	не по делу (счёт 0)	могу сказать наверное за себя и за ещё одного человека котор
32040	не по делу (счёт 0)	Да
32041	не по делу (счёт 0)	Лизу завалила
32042	не по делу (счёт 2)	А вы по сколько задач решили из билета?
32043	не по делу (счёт 0)	ну у меня получилось все решить
32044	не по делу (счёт 0)	2,5
32045	не по делу (счёт 0)	Не сдал. 28го комиссия
32046	не по делу (счёт 0)	Эх :(
32047	не по делу (счёт 0)	ужасно принимала
32048	не по делу (счёт 0)	ты как?
32049	не по делу (счёт 0)	комиссия
32050	не по делу (счёт 0)	а что спрашивала?
32051	не по делу (счёт 0)	всё
32053	не по делу (счёт 0)	у меня задачи были на всё, причем в основном на dcfl и ll(k)
32054	не по делу (счёт 0)	это самые худшие если что
32056	не по делу (счёт 0)	Отвечайте только те , кто не сдавал в итоге(условно не допущ
32057	не по делу (счёт 0)	Это важно, чтобы понимать
32058	не по делу (счёт 0)	Комиссия будет 28 февраля
32059	не по делу (счёт 0)	Время пока неизвестно
32060	не по делу (счёт 0)	Ну ты тогда добавь «посмотреть результаты»
32061	не по делу (счёт 0)	Какие ?
32062	не по делу (счёт 0)	Голосования
32063	не по делу (счёт 0)	Как 3 пункт голосования
32064	не по делу (счёт 0)	
32070	не по делу (счёт 0)	ребята, у кого есть полные лекции и семинары по тфя? скиньте
32071	не по делу (счёт 0)	Мне она накидала пиздень какую то, похожую на мои задачи с э
32073	не по делу (счёт 0)	"Лекции прошлогодние на диске только. 
Ещё есть пдф лекции пр"
32074	не по делу (счёт 2)	Или брать из рк1 и рк2
32075	не по делу (счёт 0)	Но он ДПДА фигово строит
32076	не по делу (счёт 2)	Он а целом автоматы фигово строит
32077	не по делу (счёт 0)	вот да
32079	не по делу (счёт 0)	ll(k) самое гробовое, гпт вообще не решает
32080	не по делу (счёт 0)	Ну мне решил на экзе
32081	не по делу (счёт 2)	Построил ll(1) грамматику
32082	не по делу (счёт 0)	а мне нет
32083	не по делу (счёт 0)	Правда после того как я его дважды заставил переделывать
32084	не по делу (счёт 0)	Я ему скормил теоремку с гита
32085	не по делу (счёт 2)	а мне тонита дала доп задачи на ll(k) потому что в билете ll
32086	не по делу (счёт 0)	И он сделал более менее
32087	не по делу (счёт 0)	Мне тоже дала доп задачу на лл(к), хотя я решил свою :)
32094	не по делу (счёт 0)	https://github.com/TonitaN/FormalLanguageTheory/tree/main/20
32095	не по делу (счёт 0)	хорошо, спасибо!
32096	не по делу (счёт 2)	https://github.com/p0rtale/tfl-labs/blob/main/theory/cfl_the
32135	не по делу (счёт 0)	Че узнал. Если преподаватель заболел, то комиссию не перенос
32136	не по делу (счёт 0)	Я ни на что не надеюсь, но подгон был бы классным
32137	не по делу (счёт 0)	Она ж недавно болела
32142	не по делу (счёт 0)	Проблема в том, что её как препа в унике нет и расписания ко
32171	не по делу (счёт 2)	Ребят, можете кто-нибудь рассказать, как комиссия проходит п
32172	не по делу (счёт 0)	в академ сам уходишь, в него не отправляют
32173	не по делу (счёт 0)	по крайней мере у нас на иу
32174	не по делу (счёт 0)	Кааайф
32176	не по делу (счёт 0)	Может она ведомость просто не будет заполнять и скажет в ака
32177	не по делу (счёт 0)	у макса мельникова спроси
32178	не по делу (счёт 0)	он в академе
32179	не по делу (счёт 0)	Если че, если комиссия была уже тебя в академ не отпускают
32180	не по делу (счёт 0)	Если ты не болел конечно
32181	не по делу (счёт 0)	Блять
32182	не по делу (счёт 0)	Ну я надеюсь она добрая будет и у всех все примет
32183	не по делу (счёт 0)	Надеюсь прям на её благоразумие)
32184	не по делу (счёт 0)	Отпускают вроде
32185	не по делу (счёт 0)	Если оперативно все сделать
32186	не по делу (счёт 0)	И успеть до того как отнесут ведомости
32187	не по делу (счёт 0)	Ну я слышал что говорят мол до приказа об отчислении успеть 
32188	не по делу (счёт 0)	Да, до него
32189	не по делу (счёт 0)	Я ошибся
32190	не по делу (счёт 0)	Но при мне Кулешов разворачивал челов
32191	не по делу (счёт 0)	Да, куляш это проблема
32192	не по делу (счёт 0)	Говорил мол у тебя комиссия была уже, или нафиг
32193	не по делу (счёт 0)	+
32194	не по делу (счёт 0)	Он у нас самый жесткий
32195	не по делу (счёт 0)	Из всех вообще
32196	не по делу (счёт 0)	Ага
32197	не по делу (счёт 0)	Ну... комса в субботу. В случае если не сдал, то получится т
32198	не по делу (счёт 0)	Значит скорее всего не успею
32199	не по делу (счёт 0)	Ну с другой стороны Кулешов тоже в выходные не работает 🤔, а
32200	не по делу (счёт 0)	Ну вообще можно взять Академ после завала комиссии. Надо зая
32201	не по делу (счёт 0)	А ну да, многое от замдека зависит
32202	не по делу (счёт 0)	Некоторые без веских причин не подпишут
32203	не по делу (счёт 0)	Ну вот, в этом прикол
32204	не по делу (счёт 0)	Приноси им обязательно документ или справку
32205	не по делу (счёт 0)	Но вообще если причина академа железобетонная он по идее обя
32206	не по делу (счёт 0)	Это да
32207	не по делу (счёт 0)	Но ты попробуй оперативно предоставить железобетонные аргуме
32208	не по делу (счёт 0)	С 1 сентября ещё ужесточили сильно уход в академ, теперь по 
32209	не по делу (счёт 0)	В бпла служить разве что)
32210	не по делу (счёт 0)	Железобетонный аргумент: не смог решить задачки по тфя
32211	не по делу (счёт 0)	А иностранцам также сложно академ получать?
32212	не по делу (счёт 0)	у тебя же там другой замдек наверное
32213	не по делу (счёт 0)	У меня Кулешов бро...
32214	не по делу (счёт 0)	Просто я слышал, что иностранцам вроде проще получать
32215	не по делу (счёт 0)	Да, тот замдек тоже требует справки
32216	не по делу (счёт 0)	В прошлом году у меня потребовал
32217	не по делу (счёт 0)	Ухтыжбляёбтвоюмать
32218	не по делу (счёт 0)	Ну
32219	не по делу (счёт 0)	Мне пизда товарищи
32221	не по делу (счёт 0)	Так ты ж иностранец
32222	не по делу (счёт 0)	И что
32223	не по делу (счёт 0)	Я иностранец, но у меня Кулешов
32224	не по делу (счёт 0)	я также
32225	не по делу (счёт 0)	я могу к Кулешову и к иностранному замдеку ходить
32226	не по делу (счёт 0)	Да
32227	не по делу (счёт 0)	Вы же можеье к иностранному
32228	не по делу (счёт 0)	"все потому что у моей группы нет приписки ""и"""
32229	не по делу (счёт 0)	Я ни разу к иностранному замдеку не ходил
32230	не по делу (счёт 0)	Ошибка
32231	не по делу (счёт 0)	Так не факт, что я могу ходить
32232	не по делу (счёт 0)	Я все доки относил в деканат иу
32233	не по делу (счёт 0)	И всё через них решал
32234	не по делу (счёт 0)	я тоже
32235	не по делу (счёт 0)	но мне в прошлом году сказали, где 401аю и соседние кабинеты
32236	не по делу (счёт 0)	Бро
32237	не по делу (счёт 0)	Ты можешь
32238	не по делу (счёт 0)	У вас два замдека считай
32239	не по делу (счёт 0)	Не, там в разы проще, но причина все равно нужна, вон у @vvv
32241	не по делу (счёт 0)	Справки по-любому нужны, эт ж академ) Но там лояльнее хотя б
32242	не по делу (счёт 0)	по иностранцам хотя бы не ведет себя как хрен знает что пере
32243	не по делу (счёт 0)	хотя Домра явно не лучшего мнения о нём в связи с его молоды
32245	не по делу (счёт 0)	и когда они относят ведомости?
32246	не по делу (счёт 2)	сразу же после экзамена по идеи?
32247	не по делу (счёт 0)	Ну мб не сразу
32248	не по делу (счёт 0)	Но вроде довольно скоро
32249	не по делу (счёт 0)	а можно ее в случае чего попросить не портить направу и акад
32250	не по делу (счёт 0)	Не уверен, что такое возможно, но если да, то идите к Феликс
32251	не по делу (счёт 1)	Скорее всего, она ничего не испортит. Но!!! когда берешь ком
32252	не по делу (счёт 0)	да, я подписал, так получается что, вообще без шансов?
32253	не по делу (счёт 0)	осталось только надеяться что не завалит?
32254	не по делу (счёт 0)	Ну есть шанс уйти в субботу сразу после комиссии, или рано у
32255	не по делу (счёт 0)	а как  это работает
32256	не по делу (счёт 0)	типа если не сдал, то она ставит в направу неуд и надо быстр
32257	не по делу (счёт 0)	По сути да
32258	не по делу (счёт 0)	а чем отличается от того, если она вообщее в направу не пост
32259	не по делу (счёт 0)	Тем что направу не отнесут и в этот момент деканат будет не 
32260	не по делу (счёт 0)	ладно
32261	не по делу (счёт 0)	я готов сдавать, захочет завалить - пускай заваливает, отчис
32262	не по делу (счёт 0)	кому похуй, тот неуязвим
32264	не по делу (счёт 0)	А нет инфы во сколько по времени комиссия ?
32265	не по делу (счёт 0)	неа. хотя по идее должен быть уже развешен на кафедре листоч
32266	не по делу (счёт 0)	На кафедре не висит?
32267	не по делу (счёт 0)	хз, я там со среды не был
32268	не по делу (счёт 0)	забыл глянуть
32269	не по делу (счёт 0)	легче у Тониты на гите спросить когда и где она будет
32276	не по делу (счёт 0)	ну это не то что надо, но спасибо
32277	не по делу (счёт 0)	значит новое расписание не повесили
32278	не по делу (счёт 0)	Я понимаю. Я это в контексте того, что висит на стенде кафед
32279	не по делу (счёт 0)	Это новое, там раньше 7 число ещё было
32280	не по делу (счёт 0)	+ тут комиссия 4 числа подписана как «комиссия 2,3,4», а до 
32283	не по делу (счёт 0)	А инфа вообще какая-то от нее есть? Во сколько где и что
32284	не по делу (счёт 0)	пока нету
32285	не по делу (счёт 0)	но есть инфа
32286	не по делу (счёт 0)	что завтра она принимает курсачи
32287	не по делу (счёт 0)	вроде как
32288	не по делу (счёт 0)	Ну это да
32289	не по делу (счёт 0)	Их скорее всего параллельно будет принимать
32290	не по делу (счёт 0)	Но время 6 ч вечера
32291	не по делу (счёт 0)	От нее 0 инфы
32292	не по делу (счёт 0)	"Плюс у нее пары 
Мне чел сказал что возможно 4 будет 
А не з"
32293	не по делу (счёт 0)	коновалов сказал с 8 утра +- будут принимать
32294	не по делу (счёт 0)	напишите ей на гит наверн уточните
32295	не по делу (счёт 2)	а кстати, что она как доп вопросы задаёт после написанного б
32296	не по делу (счёт 0)	всё подряд
32298	не по делу (счёт 2)	на все темы с лаб и рк?
32299	не по делу (счёт 0)	нихуя подобного
32300	не по делу (счёт 0)	на все темы по всему курсу
32301	не по делу (счёт 0)	кк
32305	не по делу (счёт 0)	меня уже блевать тошнит от этого блядского предмета
32306	не по делу (счёт 0)	меня тоже, но других вариантов нет
32307	не по делу (счёт 0)	надо решать, решать и ещё раз решать
32308	не по делу (счёт 0)	чтобы максимально увеличить шансы
32309	не по делу (счёт 1)	я решал, потом решал, потом решал, решал, решал, решал, реша
32310	не по делу (счёт 2)	кстати, если кто-то из сдавших решит помочь и там поделится 
32311	не по делу (счёт 0)	Не возражаю, но я презу ботаю
32312	не по делу (счёт 0)	а правильно ли ты решил? свериться то надо
32313	не по делу (счёт 0)	какую ещё презу?
32314	не по делу (счёт 0)	Я могу свои чаты с гпт скинуть
32315	не по делу (счёт 0)	Но там не все верно
32316	не по делу (счёт 2)	в целом я слышал, что курсачи завтра принимать будут с 9, мб
32317	не по делу (счёт 0)	С экза в плане
32318	не по делу (счёт 0)	которые тут валяются и у неё с инфой всей по курсу
32319	не по делу (счёт 0)	то есть на тфя ты забил?
32320	не по делу (счёт 0)	схуяле?
32321	не по делу (счёт 0)	ааа, я думал ты на курсач перестроился
32322	не по делу (счёт 0)	Курсачи у 4 курса видимо будут
32323	не по делу (счёт 0)	если в столовке, то можно помощь зала попробовать прокинуть
32324	не по делу (счёт 0)	Если она выйдет и запалит, будет больно
32325	не по делу (счёт 0)	а на экзе не так было разве?
32326	не по делу (счёт 0)	На прошлой пересдаче она когда вышла и увидела что кто то у 
32327	не по делу (счёт 0)	ну она один раз вышла, посмотрела в ноутбуки нам, улыбнулась
32328	не по делу (счёт 0)	расходятся показания
32329	не по делу (счёт 2)	я так понял гпт юзать нельзя завтра и ещё чет, а лекции или 
32330	не по делу (счёт 0)	Разве нельзя?
